id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
22281,Granada,Anestesia,perdut,0.531,222,,2223.12,,False,,,,
22281,Granada,Bioseguridad,en_risc,0.746,222,,1086.44,,False,,,,
22282,Madrid,Anestesia,perdut,0.359,179,,2223.12,,False,,,,
22282,Madrid,Bioseguridad,marginal,0.0,1169,,1086.44,,False,,,,
22289,Madrid,Bioseguridad,marginal,0.0,1060,,1086.44,,False,,,,
22291,A Coruña,Anestesia,perdut,0.0,551,,2223.12,,False,,,,
22293,Valladolid,Anestesia,promiscu,0.675,70,209.8,3410.04,-1.64,False,,,,
22294,Pontevedra,Anestesia,perdut,0.0,1579,,1802.36,,False,,,,
22312,Asturias,Anestesia,perdut,0.0,1183,,2223.12,,False,,,,
22330,Vizcaya,Anestesia,perdut,0.0,1319,,2223.12,,False,,,,
22364,Las Palmas,Bioseguridad,perdut,0.208,339,,2223.12,,False,,,,
22380,Sevilla,Anestesia,fidel,1.808,48,191.9,1802.36,-1.54,False,,,,
22380,Sevilla,Bioseguridad,marginal,0.0,1299,,879.2,,False,,,,
22399,Asturias,Anestesia,perdut,0.0,580,,2223.12,,False,,,,
22401,Barcelona,Anestesia,promiscu,0.747,24,194.4,2223.12,-2.65,False,,,,
22405,Asturias,Anestesia,perdut,0.187,168,,2223.12,,False,,,,
22405,Asturias,Bioseguridad,perdut,2.383,115,,1086.44,,False,,,,
22407,Sevilla,Anestesia,promiscu,0.656,27,283.3,2223.12,-1.19,False,,,,
22407,Sevilla,Bioseguridad,fidel,1.101,27,179.3,1086.44,-1.61,False,,,,
22447,Madrid,Bioseguridad,perdut,0.549,98,,1086.44,,False,,,,
22450,Navarra,Anestesia,perdut,0.598,285,,2223.12,,False,,,,
22496,Granada,Anestesia,perdut,1.89,165,,2223.12,,False,,,,
22496,Granada,Bioseguridad,perdut,0.445,245,,1086.44,,False,,,,
22519,Barcelona,Anestesia,perdut,0.281,304,,1802.36,,False,,,,
22526,Barcelona,Anestesia,perdut,0.0,957,,2223.12,,False,,,,
22526,Barcelona,Bioseguridad,perdut,0.0,705,,1086.44,,False,,,,
22527,Valladolid,Anestesia,perdut,0.214,285,,3410.04,,False,,,,
22527,Valladolid,Bioseguridad,perdut,0.0,1291,,1667.34,,False,,,,
22540,Sta.Cruz Tenerife,Anestesia,promiscu,0.632,19,102.6,4546.72,-3.12,False,,,,
22540,Sta.Cruz Tenerife,Bioseguridad,marginal,0.0,418,,2223.12,,False,,,,
22547,Madrid,Anestesia,perdut,0.393,91,,3410.04,,False,,,,
22547,Madrid,Bioseguridad,perdut,0.143,207,,1667.34,,False,,,,
22568,Baleares,Anestesia,perdut,0.0,1371,,4546.72,,False,,,,
22568,Baleares,Bioseguridad,marginal,0.134,46,,2223.12,,False,,,,
22584,Guadalajara,Anestesia,perdut,0.0,629,,2223.12,,False,,,,
22597,Asturias,Anestesia,perdut,0.598,224,,2223.12,,False,,,,
22615,Valencia,Anestesia,perdut,0.0,440,,2223.12,,False,,,,
22615,Valencia,Bioseguridad,marginal,0.0,440,,1086.44,,False,,,,
22640,Barcelona,Anestesia,promiscu,0.33,89,212.6,2223.12,-1.54,False,,,,
22640,Barcelona,Bioseguridad,promiscu,0.5,89,130.8,1086.44,-0.41,False,,,,
22650,Granada,Anestesia,perdut,0.431,97,,2223.12,,False,,,,
22675,Granada,Anestesia,perdut,0.598,194,,2223.12,,False,,,,
22675,Granada,Bioseguridad,perdut,0.0,845,,1086.44,,False,,,,
22691,Palencia,Anestesia,perdut,0.0,433,,2223.12,,False,,,,
22703,León,Anestesia,perdut,0.246,342,,2223.12,,False,,,,
22710,Málaga,Bioseguridad,perdut,0.329,179,,1086.44,,False,,,,
22711,Madrid,Anestesia,marginal,0.0,1777,,3410.04,,False,,,,
22711,Madrid,Bioseguridad,marginal,0.0,1813,,1667.34,,False,,,,
22715,Almería,Anestesia,perdut,0.0,462,,2223.12,,False,,,,
22715,Almería,Bioseguridad,perdut,0.183,321,,1086.44,,False,,,,
22721,Madrid,Anestesia,promiscu,0.614,62,397.2,1802.36,-1.64,False,,,,
22721,Madrid,Bioseguridad,perdut,0.0,1643,,879.2,,False,,,,
22729,Barcelona,Anestesia,perdut,0.159,206,,2223.12,,False,,,,
22729,Barcelona,Bioseguridad,marginal,0.075,206,,1086.44,,False,,,,
22738,Vizcaya,Anestesia,perdut,0.365,349,,3410.04,,False,,,,
22738,Vizcaya,Bioseguridad,perdut,1.36,349,,1667.34,,False,,,,
22762,Almería,Anestesia,fidel,1.035,89,124.0,4546.72,-0.45,False,,,,
22762,Almería,Bioseguridad,perdut,0.0,572,,2223.12,,False,,,,
22807,Granada,Anestesia,fidel,1.178,46,372.5,2223.12,-3.14,False,,,,
22811,Barcelona,Anestesia,fidel,1.168,80,140.0,2223.12,-1.0,False,,,,
22813,Madrid,Anestesia,perdut,0.676,244,,2223.12,,False,,,,
22813,Madrid,Bioseguridad,perdut,0.522,332,,1086.44,,False,,,,
22815,Orense,Anestesia,promiscu,0.596,28,,1802.36,,False,,,,
22826,Pontevedra,Anestesia,perdut,0.0,392,,2223.12,,False,,,,
22826,Pontevedra,Bioseguridad,perdut,2.415,123,,1086.44,,False,,,,
22846,A Coruña,Bioseguridad,perdut,0.0,418,,1086.44,,False,,,,
22902,Barcelona,Anestesia,promiscu,0.67,60,149.2,2223.12,-1.06,False,,,,
22906,Valladolid,Anestesia,marginal,0.0,1664,,2223.12,,False,,,,
22929,Madrid,Anestesia,perdut,0.0,1223,,2223.12,,False,,,,
22959,Málaga,Anestesia,perdut,0.176,203,,2223.12,,False,,,,
22975,Madrid,Anestesia,marginal,0.203,18,,1802.36,,False,,,,
22975,Madrid,Bioseguridad,perdut,0.0,760,,879.2,,False,,,,
22977,Barcelona,Anestesia,promiscu,0.609,27,342.4,2223.12,-2.6,False,,,,
23004,Barcelona,Anestesia,perdut,0.219,322,,2223.12,,False,,,,
23006,Sevilla,Anestesia,promiscu,0.509,87,111.7,2223.12,-0.23,False,,,,
23006,Sevilla,Bioseguridad,promiscu,0.559,87,186.8,1086.44,-1.22,False,,,,
23046,Barcelona,Bioseguridad,marginal,0.0,1715,,1667.34,,False,,,,
23072,Gipúzkoa,Anestesia,perdut,0.371,223,,2223.12,,False,,,,
23088,Granada,Anestesia,promiscu,0.319,80,297.4,2223.12,-2.03,False,,,,
23088,Granada,Bioseguridad,perdut,0.0,1708,,1086.44,,False,,,,
23103,Alicante,Anestesia,perdut,0.737,196,,1802.36,,False,,,,
23103,Alicante,Bioseguridad,perdut,0.0,389,,879.2,,False,,,,
23112,Sta.Cruz Tenerife,Anestesia,en_risc,1.031,17,138.1,2223.12,-1.33,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 103%). El seu cicle de compra és de 138 dies. Porta 17 dies sense comprar (-121 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
23153,Cantabria,Anestesia,fidel,1.378,34,170.6,3410.04,-4.72,False,,,,
23153,Cantabria,Bioseguridad,perdut,0.777,207,,1667.34,,False,,,,
23159,Almería,Anestesia,fidel,1.303,62,97.2,2223.12,-1.09,False,,,,
23159,Almería,Bioseguridad,perdut,1.171,187,,1086.44,,False,,,,
23176,Barcelona,Bioseguridad,en_risc,0.369,91,,879.2,,False,,,,
23180,Granada,Anestesia,perdut,0.0,1278,,2223.12,,False,,,,
23194,Granada,Anestesia,perdut,0.0,397,,2223.12,,False,,,,
23194,Granada,Bioseguridad,fidel,2.325,33,66.1,1086.44,-1.32,False,,,,
23196,Las Palmas,Anestesia,perdut,0.109,210,,3410.04,,False,,,,
23200,Madrid,Anestesia,marginal,0.165,69,,2223.12,,False,,,,
23200,Madrid,Bioseguridad,perdut,0.366,243,,1086.44,,False,,,,
23206,Granada,Anestesia,perdut,0.252,315,,1802.36,,False,,,,
23210,Cuenca,Anestesia,perdut,0.0,419,,2223.12,,False,,,,
23213,Madrid,Anestesia,perdut,0.0,936,,2223.12,,False,,,,
23257,Tarragona,Anestesia,perdut,1.029,126,,2223.12,,False,,,,
23261,Castellón,Anestesia,perdut,1.423,117,,2223.12,,False,,,,
23278,Cáceres,Anestesia,perdut,0.0,1788,,2223.12,,False,,,,
23292,Valencia,Bioseguridad,marginal,0.0,461,,1667.34,,False,,,,
23316,Alicante,Bioseguridad,marginal,0.0,1448,,879.2,,False,,,,
23329,Valencia,Anestesia,marginal,0.06,160,,3410.04,,False,,,,
23329,Valencia,Bioseguridad,perdut,0.486,340,,1667.34,,False,,,,
23332,A Coruña,Bioseguridad,perdut,0.058,249,,1086.44,,False,,,,
23335,Guadalajara,Anestesia,fidel,0.994,82,165.3,3410.04,-0.8,False,,,,
23343,Madrid,Anestesia,marginal,0.225,27,,2223.12,,False,,,,
23388,Albacete,Anestesia,perdut,0.383,181,,2223.12,,False,,,,
23407,Valladolid,Bioseguridad,marginal,0.0,383,,1086.44,,False,,,,
23423,Asturias,Anestesia,perdut,0.531,203,,2223.12,,False,,,,
23429,Lleida,Anestesia,perdut,0.085,292,,2223.12,,False,,,,
23458,Vizcaya,Anestesia,perdut,0.0,1167,,3410.04,,False,,,,
23458,Vizcaya,Bioseguridad,marginal,0.0,1740,,1667.34,,False,,,,
23463,Valladolid,Anestesia,perdut,0.328,300,,1802.36,,False,,,,
23463,Valladolid,Bioseguridad,perdut,1.106,217,,879.2,,False,,,,
23464,Baleares,Anestesia,promiscu,0.681,66,199.5,1802.36,-1.47,False,,,,
23467,Madrid,Anestesia,perdut,0.18,314,,2223.12,,False,,,,
23468,Madrid,Anestesia,perdut,0.789,98,,2223.12,,False,,,,
23468,Madrid,Bioseguridad,en_risc,0.373,208,,1086.44,,False,,,,
23469,Madrid,Anestesia,perdut,0.225,214,,2223.12,,False,,,,
23469,Madrid,Bioseguridad,perdut,0.0,1291,,1086.44,,False,,,,
23508,Málaga,Anestesia,perdut,0.0,1643,,2223.12,,False,,,,
23542,Navarra,Anestesia,perdut,0.496,111,,1802.36,,False,,,,
23568,Madrid,Anestesia,perdut,0.0,717,,2223.12,,False,,,,
23568,Madrid,Bioseguridad,perdut,0.0,460,,1086.44,,False,,,,
23571,Albacete,Bioseguridad,marginal,0.0,1524,,1086.44,,False,,,,
23581,Madrid,Anestesia,marginal,0.0,410,,1802.36,,False,,,,
23581,Madrid,Bioseguridad,marginal,0.0,405,,879.2,,False,,,,
23582,Sta.Cruz Tenerife,Anestesia,perdut,0.0,892,,2223.12,,False,,,,
23589,Granada,Anestesia,fidel,0.907,69,288.0,2223.12,-0.76,False,,,,
23589,Granada,Bioseguridad,perdut,0.0,1260,,1086.44,,False,,,,
23607,Barcelona,Anestesia,perdut,1.051,157,,2223.12,,False,,,,
23631,Granada,Anestesia,fidel,1.414,54,160.5,2223.12,-1.39,False,,,,
23631,Granada,Bioseguridad,perdut,0.0,1333,,1086.44,,False,,,,
23649,Madrid,Anestesia,perdut,0.672,97,,3410.04,,False,,,,
23651,Valencia,Anestesia,perdut,0.598,243,,2223.12,,False,,,,
23651,Valencia,Bioseguridad,perdut,0.918,243,,1086.44,,False,,,,
23656,Valencia,Anestesia,perdut,0.0,1055,,3410.04,,False,,,,
23706,Almería,Anestesia,perdut,1.178,174,,2223.12,,False,,,,
23706,Almería,Bioseguridad,perdut,0.0,462,,1086.44,,False,,,,
23718,Madrid,Anestesia,perdut,0.258,314,,2223.12,,False,,,,
23718,Madrid,Bioseguridad,perdut,0.0,740,,1086.44,,False,,,,
23726,Madrid,Bioseguridad,marginal,0.0,1567,,1086.44,,False,,,,
23729,Zaragoza,Anestesia,promiscu,0.541,39,213.9,2223.12,-1.86,False,,,,
23733,Ciudad Real,Anestesia,perdut,0.505,150,,2223.12,,False,,,,
23733,Ciudad Real,Bioseguridad,fidel,0.878,42,170.1,1086.44,-0.99,False,,,,
23750,Madrid,Anestesia,perdut,0.278,119,,1802.36,,False,,,,
23752,Madrid,Anestesia,perdut,0.0,943,,1802.36,,False,,,,
23764,Albacete,Anestesia,perdut,0.266,150,,2223.12,,False,,,,
23791,Granada,Bioseguridad,perdut,0.0,627,,1086.44,,False,,,,
23804,Castellón,Anestesia,fidel,1.844,17,208.6,2223.12,-2.24,False,,,,
23807,Granada,Anestesia,promiscu,0.351,47,538.7,2223.12,-1.28,False,,,,
23807,Granada,Bioseguridad,perdut,0.0,1643,,1086.44,,False,,,,
23808,Madrid,Anestesia,promiscu,0.253,33,306.0,2223.12,-1.64,False,,,,
23814,Granada,Anestesia,perdut,0.567,102,,2223.12,,False,,,,
23817,Las Palmas,Anestesia,perdut,0.082,172,,2223.12,,False,,,,
23839,Madrid,Anestesia,perdut,0.0,419,,2223.12,,False,,,,
23839,Madrid,Bioseguridad,perdut,0.0,595,,1086.44,,False,,,,
23847,Baleares,Anestesia,fidel,2.358,17,57.9,2223.12,-0.84,False,,,,
23847,Baleares,Bioseguridad,perdut,0.0,1643,,1086.44,,False,,,,
23867,Valencia,Anestesia,perdut,0.0,1272,,1802.36,,False,,,,
23876,Barcelona,Anestesia,marginal,0.0,1540,,2223.12,,False,,,,
23908,Murcia,Anestesia,fidel,2.048,45,77.8,2223.12,-0.81,False,,,,
23908,Murcia,Bioseguridad,en_risc,1.615,45,73.6,1086.44,-0.77,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 162%). El seu cicle de compra és de 74 dies. Porta 45 dies sense comprar (-29 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
23927,Barcelona,Anestesia,perdut,0.0,1517,,3410.04,,False,,,,
23943,La Rioja,Anestesia,perdut,0.0,543,,3410.04,,False,,,,
23943,La Rioja,Bioseguridad,perdut,0.389,145,,1667.34,,False,,,,
23982,Barcelona,Anestesia,perdut,0.526,244,,4546.72,,False,,,,
24046,Almería,Anestesia,en_risc,0.393,59,123.1,3410.04,-0.52,True,caiguda_share,2068.94,mitja,"Client en_risc de Anestesia (Share 12m: 39%). El seu cicle de compra és de 123 dies. Porta 59 dies sense comprar (-64 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
24046,Almería,Bioseguridad,fidel,2.13,47,62.9,1667.34,-0.4,False,,,,
24137,Badajoz,Anestesia,fidel,0.871,19,70.9,4546.72,-1.48,False,,,,
24137,Badajoz,Bioseguridad,marginal,0.0,1370,,2223.12,,False,,,,
24141,Albacete,Anestesia,marginal,0.0,1146,,3410.04,,False,,,,
24195,Barcelona,Anestesia,promiscu,0.594,80,336.4,2223.12,-2.44,False,,,,
24195,Barcelona,Bioseguridad,perdut,0.597,336,,1086.44,,False,,,,
24217,Sta.Cruz Tenerife,Anestesia,perdut,0.175,104,,3410.04,,False,,,,
24226,Barcelona,Anestesia,en_risc,1.093,25,115.0,2223.12,-2.03,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 109%). El seu cicle de compra és de 115 dies. Porta 25 dies sense comprar (-90 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
24226,Barcelona,Bioseguridad,perdut,0.298,348,,1086.44,,False,,,,
24238,Alicante,Anestesia,perdut,1.209,108,,3410.04,,False,,,,
24238,Alicante,Bioseguridad,marginal,0.0,746,,1667.34,,False,,,,
24257,Barcelona,Anestesia,perdut,0.554,182,,1802.36,,False,,,,
24257,Barcelona,Bioseguridad,perdut,0.553,182,,879.2,,False,,,,
24279,Barcelona,Anestesia,perdut,0.438,189,,3410.04,,False,,,,
24279,Barcelona,Bioseguridad,en_risc,0.658,46,63.9,1667.34,-0.99,True,caiguda_share,570.39,mitja,"Client en_risc de Bioseguridad (Share 12m: 66%). El seu cicle de compra és de 64 dies. Porta 46 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
24325,Sta.Cruz Tenerife,Anestesia,promiscu,0.504,81,117.6,2223.12,-0.7,False,,,,
24330,Valladolid,Anestesia,perdut,0.218,181,,2223.12,,False,,,,
24385,Valencia,Anestesia,fidel,0.868,17,188.7,5683.4,-2.61,False,,,,
24385,Valencia,Bioseguridad,promiscu,0.372,17,301.2,2778.9,-2.06,False,,,,
24454,Barcelona,Anestesia,fidel,3.439,33,53.8,2223.12,-0.59,False,,,,
24465,Granada,Anestesia,perdut,0.159,311,,1802.36,,False,,,,
24468,Álava,Anestesia,fidel,1.456,35,63.7,4546.72,-0.66,False,,,,
24474,Tarragona,Anestesia,perdut,0.0,515,,3410.04,,False,,,,
24474,Tarragona,Bioseguridad,perdut,0.0,514,,1667.34,,False,,,,
24485,Madrid,Anestesia,perdut,0.0,784,,11366.8,,False,,,,
24485,Madrid,Bioseguridad,perdut,0.0,1194,,5557.8,,False,,,,
24487,Sevilla,Anestesia,perdut,0.297,265,,2223.12,,False,,,,
24487,Sevilla,Bioseguridad,perdut,0.805,265,,1086.44,,False,,,,
24508,Alicante,Anestesia,perdut,0.0,1628,,2223.12,,False,,,,
24513,Vizcaya,Anestesia,perdut,0.606,244,,3410.04,,False,,,,
24531,Badajoz,Anestesia,fidel,2.483,19,64.0,2223.12,-1.37,False,,,,
24531,Badajoz,Bioseguridad,fidel,7.318,19,33.3,1086.44,-1.3,False,,,,
24533,Cantabria,Anestesia,perdut,0.52,185,,3410.04,,False,,,,
24533,Cantabria,Bioseguridad,perdut,0.389,213,,1667.34,,False,,,,
24539,Granada,Anestesia,perdut,0.2,179,,2223.12,,False,,,,
24539,Granada,Bioseguridad,perdut,0.0,804,,1086.44,,False,,,,
24561,Segovia,Anestesia,perdut,0.268,178,,2223.12,,False,,,,
24561,Segovia,Bioseguridad,perdut,1.157,178,,1086.44,,False,,,,
24564,Madrid,Anestesia,fidel,1.754,20,57.5,9093.44,-1.83,False,,,,
24597,Asturias,Anestesia,promiscu,0.75,81,192.4,3410.04,-2.01,False,,,,
24597,Asturias,Bioseguridad,perdut,0.0,531,,1667.34,,False,,,,
24601,Álava,Anestesia,marginal,0.0,1050,,6820.08,,False,,,,
24622,Cádiz,Anestesia,promiscu,0.736,82,78.9,6820.08,0.1,True,reposicio_endarrerida,1800.62,mitja,Client promiscu de Anestesia (Share 12m: 74%). El seu cicle de compra és de 79 dies. Porta 82 dies sense comprar (3 dies de coll). 
24622,Cádiz,Bioseguridad,en_risc,0.677,82,52.5,3334.68,1.39,True,caiguda_share,1076.76,alta,"Client en_risc de Bioseguridad (Share 12m: 68%). El seu cicle de compra és de 53 dies. Porta 82 dies sense comprar (29 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
24653,Valencia,Anestesia,perdut,0.205,270,,2223.12,,False,,,,
24661,Almería,Anestesia,fidel,1.189,25,579.7,2223.12,-1.33,False,,,,
24661,Almería,Bioseguridad,perdut,0.0,1727,,1086.44,,False,,,,
24678,Lleida,Anestesia,fidel,1.683,38,161.3,2223.12,-2.91,False,,,,
24684,Zaragoza,Anestesia,perdut,0.0,621,,3410.04,,False,,,,
24684,Zaragoza,Bioseguridad,perdut,0.286,238,,1667.34,,False,,,,
24716,Valencia,Anestesia,marginal,0.0,990,,2223.12,,False,,,,
24762,Cáceres,Anestesia,fidel,1.594,74,291.0,2223.12,-1.88,False,,,,
24762,Cáceres,Bioseguridad,perdut,0.746,234,,1086.44,,False,,,,
24766,Las Palmas,Bioseguridad,perdut,0.0,1725,,2223.12,,False,,,,
24781,Madrid,Anestesia,perdut,0.0,1693,,4546.72,,False,,,,
24781,Madrid,Bioseguridad,marginal,0.0,1810,,2223.12,,False,,,,
24808,Burgos,Anestesia,fidel,1.235,33,239.1,2223.12,-6.36,False,,,,
24808,Burgos,Bioseguridad,fidel,1.537,33,221.0,1086.44,-1.53,False,,,,
24838,Granada,Anestesia,perdut,0.0,1298,,2223.12,,False,,,,
24853,Barcelona,Anestesia,perdut,0.359,117,,2223.12,,False,,,,
24853,Barcelona,Bioseguridad,perdut,0.336,117,,1086.44,,False,,,,
24860,Madrid,Anestesia,perdut,0.0,749,,2223.12,,False,,,,
24860,Madrid,Bioseguridad,perdut,0.0,850,,1086.44,,False,,,,
24874,Almería,Anestesia,fidel,1.396,12,117.5,2223.12,-1.62,False,,,,
24874,Almería,Bioseguridad,fidel,1.843,68,90.9,1086.44,-0.35,False,,,,
24879,Baleares,Anestesia,perdut,0.0,698,,4546.72,,False,,,,
24910,Madrid,Anestesia,marginal,0.086,80,,2223.12,,False,,,,
24910,Madrid,Bioseguridad,promiscu,0.498,80,209.5,1086.44,-0.89,False,,,,
24914,Albacete,Anestesia,fidel,1.161,42,232.6,2223.12,-1.4,False,,,,
24914,Albacete,Bioseguridad,marginal,0.245,42,,1086.44,,False,,,,
24916,Málaga,Anestesia,marginal,0.0,955,,2223.12,,False,,,,
24944,Ciudad Real,Anestesia,perdut,0.0,409,,2223.12,,False,,,,
24954,Sta.Cruz Tenerife,Anestesia,promiscu,0.687,17,139.2,2223.12,-3.04,False,,,,
24954,Sta.Cruz Tenerife,Bioseguridad,perdut,0.522,91,,1086.44,,False,,,,
24966,Badajoz,Anestesia,perdut,0.0,572,,2223.12,,False,,,,
24985,Baleares,Anestesia,fidel,1.415,6,91.3,4546.72,-1.11,False,,,,
24991,Tarragona,Anestesia,marginal,0.0,1706,,2223.12,,False,,,,
24993,Madrid,Anestesia,perdut,0.413,116,,3410.04,,False,,,,
24993,Madrid,Bioseguridad,perdut,0.477,116,,1667.34,,False,,,,
25081,Sta.Cruz Tenerife,Bioseguridad,perdut,0.486,159,,1667.34,,False,,,,
25096,Álava,Anestesia,marginal,0.0,945,,2223.12,,False,,,,
25121,Cádiz,Anestesia,promiscu,0.501,32,84.7,2223.12,-1.26,False,,,,
25122,Madrid,Anestesia,perdut,0.0,775,,1802.36,,False,,,,
25122,Madrid,Bioseguridad,marginal,0.0,1173,,879.2,,False,,,,
25129,Madrid,Anestesia,perdut,0.597,178,,1802.36,,False,,,,
25156,Sevilla,Anestesia,marginal,0.107,67,,3410.04,,False,,,,
25156,Sevilla,Bioseguridad,marginal,0.243,67,,1667.34,,False,,,,
25187,Baleares,Anestesia,fidel,1.032,61,97.6,2223.12,-0.57,False,,,,
25211,Madrid,Anestesia,perdut,0.28,201,,2223.12,,False,,,,
25219,Albacete,Anestesia,fidel,1.135,26,40.4,4546.72,-0.61,False,,,,
25219,Albacete,Bioseguridad,perdut,0.137,180,,2223.12,,False,,,,
25221,Pontevedra,Anestesia,promiscu,0.383,90,104.6,3410.04,-0.46,False,,,,
25232,Barcelona,Anestesia,perdut,0.117,117,,3410.04,,False,,,,
25254,Cádiz,Anestesia,promiscu,0.33,32,197.4,2223.12,-1.74,False,,,,
25266,Madrid,Anestesia,perdut,0.0,599,,2223.12,,False,,,,
25266,Madrid,Bioseguridad,perdut,0.439,340,,1086.44,,False,,,,
25274,Valladolid,Bioseguridad,perdut,0.0,434,,879.2,,False,,,,
25290,Granada,Bioseguridad,perdut,0.0,1676,,879.2,,False,,,,
25311,Barcelona,Anestesia,promiscu,0.501,84,256.2,4546.72,-1.8,False,,,,
25314,Girona,Anestesia,perdut,0.309,157,,2223.12,,False,,,,
25315,Murcia,Bioseguridad,perdut,1.044,119,,1086.44,,False,,,,
25397,Pontevedra,Anestesia,fidel,1.121,53,87.3,2223.12,-1.24,False,,,,
25398,Navarra,Anestesia,marginal,0.0,1503,,1802.36,,False,,,,
25409,Cáceres,Anestesia,perdut,0.0,1708,,2223.12,,False,,,,
25409,Cáceres,Bioseguridad,perdut,1.098,199,,1086.44,,False,,,,
25416,Cáceres,Anestesia,fidel,1.513,13,74.3,3410.04,-1.56,False,,,,
25416,Cáceres,Bioseguridad,perdut,0.0,1468,,1667.34,,False,,,,
25446,Madrid,Anestesia,promiscu,0.683,24,29.9,4546.72,-0.27,False,,,,
25450,Málaga,Bioseguridad,perdut,0.0,965,,1086.44,,False,,,,
25515,Madrid,Anestesia,fidel,1.059,83,124.1,3410.04,-0.78,False,,,,
25515,Madrid,Bioseguridad,perdut,0.0,1643,,1667.34,,False,,,,
25518,Asturias,Anestesia,perdut,0.718,180,,2223.12,,False,,,,
25533,Barcelona,Anestesia,perdut,0.492,230,,2223.12,,False,,,,
25542,Las Palmas,Anestesia,fidel,1.657,25,63.6,4546.72,-1.31,False,,,,
25567,Madrid,Anestesia,perdut,0.2,227,,2223.12,,False,,,,
25590,A Coruña,Anestesia,perdut,0.625,111,,4546.72,,False,,,,
25602,Valencia,Anestesia,perdut,0.0,937,,2223.12,,False,,,,
25605,Madrid,Anestesia,perdut,0.0,913,,2223.12,,False,,,,
25605,Madrid,Bioseguridad,perdut,0.22,221,,1086.44,,False,,,,
25643,A Coruña,Bioseguridad,perdut,0.64,294,,1086.44,,False,,,,
25651,Alicante,Anestesia,perdut,0.0,453,,2223.12,,False,,,,
25667,Alicante,Anestesia,promiscu,0.436,48,171.5,3410.04,-1.79,False,,,,
25715,Toledo,Anestesia,perdut,0.447,222,,2223.12,,False,,,,
25715,Toledo,Bioseguridad,fidel,1.098,66,149.2,1086.44,-2.13,False,,,,
25736,Cádiz,Bioseguridad,promiscu,0.739,81,376.0,1086.44,-1.45,False,,,,
25795,Madrid,Anestesia,perdut,0.778,223,,1802.36,,False,,,,
25816,Madrid,Anestesia,promiscu,0.737,67,652.5,1802.36,-1.66,False,,,,
25816,Madrid,Bioseguridad,perdut,1.143,272,,879.2,,False,,,,
25823,,Anestesia,perdut,0.0,1049,,2223.12,,False,,,,
25845,Barcelona,Anestesia,fidel,1.489,35,157.0,2223.12,-1.27,False,,,,
25855,Valencia,Anestesia,perdut,0.0,1466,,1802.36,,False,,,,
25862,Almería,Anestesia,perdut,1.114,95,,2223.12,,False,,,,
25889,Málaga,Bioseguridad,perdut,0.179,286,,1667.34,,False,,,,
25896,Zamora,Anestesia,perdut,0.0,594,,3410.04,,False,,,,
25896,Zamora,Bioseguridad,promiscu,0.435,39,125.2,1667.34,-0.91,False,,,,
25904,Alicante,Anestesia,perdut,0.431,161,,2223.12,,False,,,,
25909,Barcelona,Anestesia,perdut,0.543,110,,3410.04,,False,,,,
25923,Barcelona,Anestesia,promiscu,0.655,28,346.4,1802.36,-2.22,False,,,,
25950,Girona,Anestesia,perdut,0.36,305,,2223.12,,False,,,,
25950,Girona,Bioseguridad,perdut,1.178,102,,1086.44,,False,,,,
25957,Madrid,Anestesia,perdut,0.173,248,,3410.04,,False,,,,
25965,Pontevedra,Anestesia,marginal,0.0,1046,,1802.36,,False,,,,
25972,Toledo,Anestesia,perdut,0.203,287,,1802.36,,False,,,,
25972,Toledo,Bioseguridad,perdut,0.0,1018,,879.2,,False,,,,
25996,Valencia,Anestesia,perdut,0.242,236,,3410.04,,False,,,,
25996,Valencia,Bioseguridad,perdut,0.0,668,,1667.34,,False,,,,
26008,Badajoz,Anestesia,perdut,0.89,164,,2223.12,,False,,,,
26008,Badajoz,Bioseguridad,perdut,0.926,164,,1086.44,,False,,,,
26043,Madrid,Anestesia,perdut,0.0,902,,3410.04,,False,,,,
26062,Barcelona,Anestesia,fidel,1.275,83,121.4,2223.12,-0.57,False,,,,
26062,Barcelona,Bioseguridad,perdut,0.0,1620,,1086.44,,False,,,,
26067,Salamanca,Bioseguridad,perdut,0.0,1165,,1667.34,,False,,,,
